time,minx,maxx,miny,maxy,G1x,G1y,G2x,G2y,HAx,HAy,HOx,HOy
1385409483958,529.5,582.5,-54.5,423,529.5,423,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409491666,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409503069,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409509169,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409511070,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409511625,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409532733,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409536034,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409537434,450,582.5,-54.5,387.75,450,387.75,550.6037787107493,375.47494845739016,582.5,-54.5,529.5,-54.5
1385409539340,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409542554,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409545694,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409554493,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409560596,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409567499,450,587.6077513002724,-54.5,430.6006352670839,450,387.75,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409569066,410.25,587.6077513002724,-54.5,430.6006352670839,410.25,370.125,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409570669,410.25,587.6077513002724,-54.5,430.6006352670839,410.25,370.125,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409574270,410.25,587.6077513002724,-54.5,430.6006352670839,410.25,370.125,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409585572,410.25,587.6077513002724,-54.5,430.6006352670839,410.25,370.125,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409601976,410.25,587.6077513002724,-54.5,430.6006352670839,410.25,370.125,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409611879,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409612095,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409613996,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409617597,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409619298,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409628201,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409639606,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409640206,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409648709,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409654714,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409654946,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409660947,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409676652,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409678353,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409678549,447.3353576199817,587.6077513002724,-54.5,430.6006352670839,447.3353576199817,385.1748404776059,587.6077513002724,430.6006352670839,582.5,-54.5,529.5,-54.5
1385409684652,447.3353576199817,582.5,-54.5,415.9588477342643,447.3353576199817,385.1748404776059,525.3952261571484,415.9588477342643,582.5,-54.5,529.5,-54.5
1385409687453,447.3353576199817,582.5,-54.5,415.9588477342643,447.3353576199817,385.1748404776059,525.3952261571484,415.9588477342643,582.5,-54.5,529.5,-54.5
1385409689653,447.3353576199817,582.5,-54.5,415.9588477342643,447.3353576199817,385.1748404776059,525.3952261571484,415.9588477342643,582.5,-54.5,529.5,-54.5
1385409690154,447.3353576199817,582.5,-54.5,415.9588477342643,447.3353576199817,385.1748404776059,525.3952261571484,415.9588477342643,582.5,-54.5,529.5,-54.5
1385409698690,447.3353576199817,582.5,-54.5,742.9085154126589,447.3353576199817,385.1748404776059,577.3235985092823,742.9085154126589,582.5,-54.5,529.5,-54.5
1385409713396,447.3353576199817,582.5,-54.5,742.9085154126589,447.3353576199817,385.1748404776059,577.3235985092823,742.9085154126589,582.5,-54.5,529.5,-54.5
1385409717195,447.3353576199817,582.5,-54.5,742.9085154126589,447.3353576199817,385.1748404776059,577.3235985092823,742.9085154126589,582.5,-54.5,529.5,-54.5
1385409722195,447.3353576199817,582.5,-54.5,742.9085154126589,447.3353576199817,385.1748404776059,577.3235985092823,742.9085154126589,582.5,-54.5,529.5,-54.5
1385409739496,-62.674381200835725,582.5,-54.5,530.8781311828983,447.3353576199817,385.1748404776059,-62.674381200835725,530.8781311828983,582.5,-54.5,529.5,-54.5
1385409753178,-62.674381200835725,575.9915815972806,371.3159245667504,530.8781311828983,447.3353576199817,385.1748404776059,-62.674381200835725,530.8781311828983,575.9915815972806,444.2706582471215,535.223316050173,371.3159245667504
1385409760281,-62.674381200835725,575.9915815972806,371.3159245667504,530.8781311828983,447.3353576199817,385.1748404776059,-62.674381200835725,530.8781311828983,575.9915815972806,444.2706582471215,535.223316050173,371.3159245667504
