time,minx,maxx,miny,maxy,G1x,G1y,G2x,G2y,HAx,HAy,HOx,HOy,global maxx,1059.5,global miny,0,global minx,-0.5,global maxy,916.5,Xclustering,Yclustering,G1x,G1y,G2x,G2y,HAx,HAy,HOx,HOy,GlobalMinx,GlobalMinY,GlobalMaxX,GlobalMaxY,AllXN/A,AllYN/A,G1/G2,G1/HA,G1/HO,G2/HA,G2/HO,HA/HO,G1onstage,G2onstage,Haonstage,Hoonstage
1.38541E+12,476.5,607.3500056,-54.5,425.0276254,476.5,268.375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.123443401,0.17092485,476.5,268.375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,476.5,268.375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,476.5,607.3500056,-54.5,425.0276254,476.5,268.375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.123443401,0.17092485,476.5,268.375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,476.5,268.375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,476.5,607.3500056,-54.5,425.0276254,476.5,268.375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.123443401,0.17092485,476.5,268.375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,476.5,268.375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,476.5,607.3500056,-54.5,425.0276254,476.5,268.375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.123443401,0.17092485,476.5,268.375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,476.5,268.375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,476.5,607.3500056,-54.5,425.0276254,476.5,268.375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.123443401,0.17092485,476.5,268.375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,476.5,268.375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,423.5,607.3500056,-54.5,425.0276254,423.5,310.4375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.173443401,0.125030142,423.5,310.4375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,423.5,310.4375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,423.5,607.3500056,-54.5,425.0276254,423.5,310.4375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.173443401,0.125030142,423.5,310.4375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,423.5,310.4375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,423.5,607.3500056,-54.5,425.0276254,423.5,310.4375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.173443401,0.125030142,423.5,310.4375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,423.5,310.4375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,423.5,607.3500056,-54.5,425.0276254,423.5,310.4375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.173443401,0.125030142,423.5,310.4375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,423.5,310.4375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,423.5,607.3500056,-54.5,425.0276254,423.5,310.4375,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.173443401,0.125030142,423.5,310.4375,607.3500056,425.0276254,582.5,n/a,529.5,n/a,423.5,310.4375,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,607.3500056,-54.5,425.0276254,396.9212986,332.72843,607.3500056,425.0276254,582.5,-54.5,529.5,-54.5,,,,,,,,,0.198517648,0.100708342,396.9212986,332.72843,607.3500056,425.0276254,582.5,n/a,529.5,n/a,396.9212986,332.72843,607.3500056,425.0276254,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,332.72843,396.9212986,332.72843,555.4385123,218.4651996,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.124673465,396.9212986,332.72843,555.4385123,218.4651996,582.5,n/a,529.5,n/a,396.9212986,218.4651996,582.5,332.72843,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,332.72843,396.9212986,332.72843,555.4385123,218.4651996,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.124673465,396.9212986,332.72843,555.4385123,218.4651996,582.5,n/a,529.5,n/a,396.9212986,218.4651996,582.5,332.72843,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,332.72843,396.9212986,332.72843,555.4385123,218.4651996,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.124673465,396.9212986,332.72843,555.4385123,218.4651996,582.5,n/a,529.5,n/a,396.9212986,218.4651996,582.5,332.72843,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,332.72843,396.9212986,332.72843,555.4385123,218.4651996,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.124673465,396.9212986,332.72843,555.4385123,218.4651996,582.5,n/a,529.5,n/a,396.9212986,218.4651996,582.5,332.72843,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,742.5388736,396.9212986,332.72843,580.8987049,742.5388736,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.447147238,396.9212986,332.72843,580.8987049,742.5388736,582.5,n/a,529.5,n/a,396.9212986,332.72843,582.5,742.5388736,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,742.5388736,396.9212986,332.72843,580.8987049,742.5388736,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.447147238,396.9212986,332.72843,580.8987049,742.5388736,582.5,n/a,529.5,n/a,396.9212986,332.72843,582.5,742.5388736,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,742.5388736,396.9212986,332.72843,580.8987049,742.5388736,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.447147238,396.9212986,332.72843,580.8987049,742.5388736,582.5,n/a,529.5,n/a,396.9212986,332.72843,582.5,742.5388736,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,396.9212986,582.5,-54.5,742.5388736,396.9212986,332.72843,580.8987049,742.5388736,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.447147238,396.9212986,332.72843,580.8987049,742.5388736,582.5,n/a,529.5,n/a,396.9212986,332.72843,582.5,742.5388736,False,False,0,n/a,n/a,n/a,n/a,n/a,TRUE,TRUE,FALSE,FALSE
1.38541E+12,-62.65290008,582.5,-54.5,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,582.5,-54.5,529.5,-54.5,,,,,,,,,0.175074247,0.216131627,396.9212986,332.72843,n/a,530.8130658,582.5,n/a,529.5,n/a,396.9212986,332.72843,582.5,530.8130658,False,False,n/a,n/a,n/a,n/a,n/a,n/a,TRUE,FALSE,FALSE,FALSE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,575.9915816,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,,,,,,,,,0.168934229,0.216131627,396.9212986,332.72843,n/a,530.8130658,575.9915816,444.2706582,535.2233239,371.3159254,396.9212986,332.72843,575.9915816,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
1.38541E+12,-62.65290008,560.5897673,332.72843,530.8130658,396.9212986,332.72843,-62.65290008,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,,,,,,,,,0.154404216,0.216131627,396.9212986,332.72843,n/a,530.8130658,560.5897673,416.7091358,535.2233239,371.3159254,396.9212986,332.72843,560.5897673,530.8130658,False,False,n/a,0,0,n/a,n/a,0,TRUE,FALSE,TRUE,TRUE
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
